2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency=866(MHz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi,E Total. dB=-3.1415926536,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
20,-16.79803952,-14.16504151,-10.94261533,-8.540950057,-6.882819066,-5.790142356,-5.132020209,-4.81216869,-4.761604005,-4.912576196,-5.173584165,-5.413431631,-5.475999714,-5.279741673,-4.899565714,-4.520850687,-4.328748752,-4.454628476,-4.975544499,-5.928864453,-7.296360416,-8.944688184,-10.52686661,-11.60632886,-12.21363131,-12.98035735,-14.67154073,-18.14715806,-21.94929831,-16.59323538,-11.47044884,-8.105847017,-5.764820173,-4.031782782,-2.658643972,-1.49294289,-0.463626679,0.442885281,1.208487927,1.818914883,2.277330722,2.616154711,2.88424968,3.121193965,3.346434811,3.549938842,3.68539147,3.721225453,3.635788311,3.442447953,3.161576451,2.824762969,2.429694875,1.954322929,1.353191972,0.560900555,-0.480779441,-1.798393065,-3.392047237,-5.21812199,-7.227359303,-9.478147855,-12.32320841,-16.76574219,-24.04513166,-18.40294543,-12.66244419,-9.451802509,-7.605133088,-6.645288552,-6.316005112,-6.39351436,-6.637648399,-6.783827935,-6.661890876,-6.294696478,-5.85255381,-5.526186259,-5.458870399,-5.751902062,-6.458177819,-7.591216501,-9.082501246,-10.7237996,-12.14877657,-12.99333669,-13.12187685,-12.65927307,-11.91798473,-11.30785286,-11.16037307,-11.66228943,-12.71756189,-13.49873839,-12.64326799,-10.60622321,-8.70071231,-7.372972399,-6.621655733,-6.342866879,-6.418963356,-6.720269251,-7.099415362,-7.372258019,-7.370845838,-7.083440422,-6.668052336,-6.359835543,-6.349371281,-6.748941998,-7.618691053,-8.971927533,-10.73475375,-12.64550805,-14.24436605,-15.31336417,-16.23873845,-17.1228045,-16.26164067,-12.88910817,-9.240041959,-6.264880891,-3.970587366,-2.217404415,-0.86522156,0.20322462,1.080502357,1.823541255,2.455057693,2.961880679,3.323059389,3.53165282,3.596429141,3.546820479,3.4303595,3.31135612,3.206156878,3.10922134,2.98277569,2.755445776,2.392484027,1.878190991,1.232021563,0.497656255,-0.28328605,-1.105027592,-2.018425261,-3.131285149,-4.586925709,-6.566137791,-9.310554348,-13.13734249,-17.51657887,-17.24849426,-14.03044766,-11.77776715,-10.4347387,-9.58109499,-8.855821746,-8.041064079,-7.126538551,-6.245247353,-5.542550148,-5.098585696,-4.931506231,-5.012224584,-5.283800346,-5.665080733,-6.069310908,-6.413651232,-6.654896524,-6.794818208,-6.882564357,-7.011083523,-7.282008854,-7.813575205,-8.736918562,-10.2154695,-12.44604289,-15.376705,-16.79803952
22,-16.79783403,-14.26004196,-11.02245845,-8.596904133,-6.916735735,-5.806615616,-5.131139548,-4.799613827,-4.738545043,-4.881771074,-5.143261781,-5.384954896,-5.45454535,-5.261962201,-4.885801779,-4.508817789,-4.322177149,-4.454879831,-4.986443575,-5.950578368,-7.328594765,-8.982614663,-10.55782033,-11.60601136,-12.17970744,-12.92428112,-14.59443526,-18.0581265,-21.9548623,-16.65177556,-11.51056303,-8.143398885,-5.803694582,-4.071128446,-2.695913186,-1.524144868,-0.487085399,0.426562598,1.196907572,1.807593698,2.265443946,2.603804119,2.872705615,3.114148018,3.346361481,3.557580726,3.69946372,3.734149147,3.645711057,3.448041651,3.1644161,2.825037566,2.434897169,1.964556081,1.365929821,0.570874116,-0.4727284,-1.792735367,-3.382904674,-5.197213428,-7.183997644,-9.4005046,-12.21926963,-16.66734947,-24.22651916,-18.38071795,-12.57045848,-9.36317203,-7.536232115,-6.608397965,-6.313251634,-6.425263785,-6.686265345,-6.828818108,-6.678354669,-6.275879279,-5.805129141,-5.46435775,-5.397058797,-5.705317273,-6.443724103,-7.617764394,-9.143568348,-10.78600118,-12.16440268,-12.95585517,-13.08583491,-12.65452113,-11.92323461,-11.30449291,-11.16015259,-11.69602598,-12.81560549,-13.63005386,-12.66603947,-10.52065318,-8.588418764,-7.276690851,-6.557917367,-6.317333117,-6.433423564,-6.771411526,-7.173600945,-7.448608696,-7.422774353,-7.090216963,-6.635217691,-6.308670711,-6.298057953,-6.716521323,-7.622709753,-9.019245694,-10.82142197,-12.73083927,-14.26088057,-15.23779412,-16.13885076,-17.13181548,-16.42632945,-13.01677815,-9.298563243,-6.290177843,-3.982910828,-2.227113163,-0.877323925,0.189592658,1.064946275,1.819123512,2.448180786,2.95313124,3.316720735,3.519935407,3.580766163,3.527477204,3.415475852,3.291649171,3.201137267,3.111438035,2.983194159,2.763608408,2.398550872,1.883894493,1.239416213,0.510129592,-0.262751994,-1.075901117,-1.984550339,-3.095656153,-4.554322667,-6.534942473,-9.280841633,-13.09971728,-17.46341099,-17.26727659,-14.07214342,-11.81485203,-10.45371435,-9.58009006,-8.834531074,-8.011348774,-7.097388033,-6.224946728,-5.532589347,-5.096826155,-4.937272215,-5.022714567,-5.299249629,-5.686250756,-6.094682569,-6.44533641,-6.690233731,-6.827490018,-6.911402018,-7.026771458,-7.283692173,-7.797841317,-8.700877637,-10.15258776,-12.35168758,-15.26375807,-16.79783403
24,-16.7983618,-14.3563483,-11.10665738,-8.653480873,-6.953106818,-5.825440858,-5.134048298,-4.787673764,-4.716149028,-4.85264097,-5.111982311,-5.359018463,-5.431469883,-5.244193414,-4.870327364,-4.497785797,-4.31601666,-4.456454566,-4.995774266,-5.971336979,-7.360840517,-9.020477634,-10.58565564,-11.60504879,-12.14521826,-12.86436835,-14.51812623,-17.97029688,-21.95608333,-16.70513684,-11.54796156,-8.179019078,-5.840975177,-4.110421793,-2.732682643,-1.554942296,-0.509032218,0.411642699,1.185815387,1.797354506,2.254461647,2.592026973,2.861354086,3.107511017,3.346868235,3.565838642,3.708582586,3.747562675,3.656105561,3.455056077,3.167431526,2.825604134,2.440827478,1.975281068,1.371112304,0.580304347,-0.464074604,-1.785838518,-3.374339459,-5.178327208,-7.141289142,-9.32597929,-12.11630322,-16.5683759,-24.40068339,-18.3590918,-12.48172241,-9.277675766,-7.472310425,-6.574023077,-6.31209837,-6.455875812,-6.736239797,-6.873189105,-6.692771868,-6.256584957,-5.758662136,-5.402934972,-5.337267996,-5.661180968,-6.429272039,-7.641937517,-9.20375657,-10.84146896,-12.16697798,-12.90858963,-13.05037876,-12.65487571,-11.93462713,-11.30480107,-11.16028022,-11.72907443,-12.92393714,-13.77112596,-12.68604414,-10.44044319,-8.481453677,-7.182997757,-6.49423224,-6.293666575,-6.44791602,-6.820579278,-7.246271785,-7.522656259,-7.472790704,-7.096310787,-6.600361022,-6.253320156,-6.245038724,-6.683941704,-7.624461439,-9.066327176,-10.90459812,-12.81883995,-14.27478753,-15.16510383,-16.04570025,-17.13722405,-16.58948772,-13.14136018,-9.355545241,-6.313509913,-3.994839688,-2.237595348,-0.88961079,0.177154113,1.058127807,1.807646755,2.441863433,2.951381165,3.311215059,3.513906893,3.565559075,3.508610745,3.395261078,3.278646188,3.190308146,3.11440215,2.990512449,2.772213339,2.40554438,1.890048056,1.247311935,0.523147609,-0.240785095,-1.046406413,-1.950707488,-3.062099834,-4.521746703,-6.506444679,-9.250266704,-13.05843375,-17.4169785,-17.29268778,-14.11837465,-11.85172952,-10.47535374,-9.578570678,-8.815263842,-7.981460025,-7.068195955,-6.203393091,-5.520944222,-5.095566338,-4.940749969,-5.034657819,-5.316258816,-5.707481471,-6.122034189,-6.477135878,-6.723571614,-6.860038815,-6.938041323,-7.042377001,-7.285450695,-7.780283506,-8.66306921,-10.09106091,-12.25725406,-15.15330469,-16.7983618
26,-16.79800434,-14.45832266,-11.19525971,-8.713264459,-6.992034189,-5.844450498,-5.137509075,-4.776358556,-4.693869038,-4.82626284,-5.082431475,-5.333217569,-5.41030596,-5.228103982,-4.856449663,-4.487061549,-4.309222318,-4.456484824,-5.006501696,-5.992998997,-7.393517607,-9.060053208,-10.61304957,-11.59983676,-12.10659829,-12.80460303,-14.44735979,-17.88354744,-21.95619523,-16.75949487,-11.58569253,-8.213819876,-5.878309959,-4.149655686,-2.767958448,-1.584189779,-0.530442773,0.397268904,1.175554434,1.787974797,2.244396086,2.581131263,2.850214636,3.101469184,3.354363872,3.574779239,3.723917088,3.756364653,3.667347819,3.457936339,3.170978582,2.833240086,2.44026361,1.979069078,1.384655812,0.590044108,-0.45644807,-1.780131573,-3.366554044,-5.16144831,-7.100164167,-9.254560747,-12.01801991,-16.47435955,-24.56409833,-18.32381222,-12.39241605,-9.195286654,-7.408691471,-6.539614825,-6.310762433,-6.486309342,-6.785612465,-6.915496598,-6.709180462,-6.238489536,-5.713922867,-5.34416564,-5.278429111,-5.616675958,-6.412943953,-7.665953075,-9.257647339,-10.893452,-12.16383438,-12.86281059,-13.01633156,-12.65981015,-11.94881396,-11.30467767,-11.16218229,-11.76516454,-13.03607472,-13.92299343,-12.71217685,-10.3570751,-8.374580059,-7.089981957,-6.434889674,-6.27045372,-6.462370992,-6.869808898,-7.318851192,-7.600209706,-7.52276754,-7.100110145,-6.567716492,-6.200435931,-6.192498048,-6.652007866,-7.62596096,-9.110461394,-10.98755022,-12.89738678,-14.28645626,-15.09118807,-15.95936746,-17.14581447,-16.75040246,-13.26262457,-9.40957008,-6.334881011,-4.005478282,-2.246477692,-0.900276227,0.164806329,1.043392356,1.796696316,2.436272593,2.949923045,3.306225854,3.503540725,3.550813978,3.489907413,3.381325819,3.26639529,3.186631124,3.117975487,2.998617433,2.776025781,2.412482077,1.896820468,1.255356422,0.537554058,-0.219274802,-1.017598861,-1.916675034,-3.027627558,-4.491254847,-6.479011137,-9.22234592,-13.02158495,-17.37689106,-17.31817143,-14.16462446,-11.88828928,-10.49351289,-9.576601857,-8.795620092,-7.950102007,-7.038899031,-6.182899198,-5.510716424,-5.092595979,-4.945613216,-5.044824946,-5.331479768,-5.728762126,-6.147646729,-6.507062066,-6.756898861,-6.892513605,-6.962504264,-7.055816586,-7.285160075,-7.762962112,-8.626015436,-10.02828795,-12.16566218,-15.04431096,-16.79800434
28,-16.7982204,-14.56157694,-11.28202341,-8.776246836,-7.029288045,-5.863618936,-5.141116912,-4.768673363,-4.675782005,-4.800021251,-5.055104294,-5.305837778,-5.389256271,-5.210309355,-4.84251314,-4.47624705,-4.304273058,-4.458463763,-5.017181288,-6.0136834,-7.424474261,-9.095880774,-10.63995109,-11.59717018,-12.06752918,-12.74515204,-14.37295018,-17.80494941,-21.95263359,-16.81477832,-11.62203897,-8.247602926,-5.915689016,-4.187394013,-2.804247518,-1.612989306,-0.551343152,0.383446804,1.164717365,1.778415179,2.234240765,2.572514576,2.845957794,3.102357594,3.356150543,3.58433591,3.734170431,3.771057225,3.678680334,3.465936142,3.175053956,2.835181223,2.447306961,1.990803418,1.390680813,0.599452755,-0.448208363,-1.773756109,-3.35953164,-5.141805118,-7.058726604,-9.183486314,-11.92058469,-16.37948375,-24.71735234,-18.29011582,-12.30650954,-9.113389948,-7.347361339,-6.505838179,-6.311826139,-6.517583936,-6.833466271,-6.957294992,-6.722460898,-6.219935772,-5.669275402,-5.286721563,-5.221553391,-5.572886408,-6.398990952,-7.689751733,-9.313345178,-10.93884071,-12.15578727,-12.80638489,-12.98370394,-12.6691539,-11.96713409,-11.3083151,-11.15985317,-11.7988515,-13.15608207,-14.08161837,-12.73889891,-10.27932759,-8.268332699,-7.000320353,-6.374255545,-6.249117409,-6.478778785,-6.917066891,-7.391957635,-7.673341141,-7.569629527,-7.103258364,-6.531824729,-6.147305494,-6.140928226,-6.6191305,-7.626341392,-9.151675731,-11.06684176,-12.97457784,-14.29223589,-15.02015749,-15.87378211,-17.15135595,-16.90889344,-13.38466687,-9.463112125,-6.356105976,-4.015807877,-2.25612454,-0.910162104,0.153916122,1.037384682,1.793858499,2.431089945,2.943116072,3.301755419,3.493672038,3.536132685,3.477119746,3.362021496,3.254696063,3.183635228,3.115812403,3.0069685,2.785931978,2.419843641,1.903441736,1.26498677,0.551645781,-0.197263403,-0.988445331,-1.883594479,-2.994360292,-4.461622568,-6.452451053,-9.197038105,-12.98899284,-17.33722968,-17.344284,-14.210677,-11.92465542,-10.51435554,-9.576908101,-8.775588942,-7.921825912,-7.011037091,-6.161202698,-5.498825657,-5.089450739,-4.950303453,-5.054830736,-5.346601902,-5.748241855,-6.173357428,-6.537077853,-6.788199461,-6.92282509,-6.986823473,-7.069202183,-7.282796304,-7.745997326,-8.587277735,-9.964299346,-12.07384179,-14.93817112,-16.7982204
30,-16.79813643,-14.66717003,-11.3735409,-8.840080792,-7.071092139,-5.886837379,-5.148495204,-4.760061252,-4.656298262,-4.774441175,-5.028423959,-5.282653125,-5.370059416,-5.194206606,-4.828531213,-4.465327317,-4.29831774,-4.459714225,-5.027769614,-6.034355349,-7.45586306,-9.133391907,-10.66369705,-11.58693841,-12.02818804,-12.68215168,-14.29925196,-17.72088491,-21.94695273,-16.865054,-11.65727829,-8.279403192,-5.950667103,-4.223606264,-2.837735034,-1.641336964,-0.571721506,0.370180537,1.155475195,1.770379154,2.224534632,2.560459139,2.835887365,3.097528894,3.358569205,3.594503224,3.745000212,3.786520933,3.686069814,3.474438755,3.179660868,2.837425109,2.454904455,1.995602625,1.405040442,0.608968771,-0.440626194,-1.767551342,-3.351153957,-5.124165938,-7.019782467,-9.112694024,-11.83127386,-16.28963061,-24.85886884,-18.24362836,-12.22032265,-9.034671736,-7.28888717,-6.473226132,-6.310144458,-6.545965317,-6.880725073,-6.996929197,-6.736631984,-6.200041869,-5.627064006,-5.230265758,-5.16559332,-5.530955962,-6.384584768,-7.71118792,-9.362742904,-10.9779242,-12.136813,-12.75374219,-12.9525714,-12.68276388,-11.98595966,-11.31091046,-11.16127918,-11.83836904,-13.27897691,-14.25163667,-12.77178691,-10.19899854,-8.16803001,-6.912762208,-6.317951295,-6.228225807,-6.493245541,-6.966393168,-7.462860047,-7.747025386,-7.615697135,-7.105544624,-6.498220293,-6.094381759,-6.088299668,-6.585180096,-7.62443943,-9.192434277,-11.14581183,-13.04632816,-14.29590839,-14.95174807,-15.78908809,-17.16025913,-17.07085252,-13.50319867,-9.513643466,-6.37657455,-4.025835324,-2.263856661,-0.92072828,0.142470111,1.023554021,1.783939894,2.433332763,2.942759231,3.297464261,3.484304003,3.526724908,3.459139312,3.349296558,3.249949284,3.181315031,3.120777883,3.010112331,2.790339634,2.427648056,1.910701288,1.274041519,0.566266641,-0.175713651,-0.958960437,-1.850325593,-2.962277558,-4.431998524,-6.427724222,-9.171837855,-12.95279811,-17.29751004,-17.36540653,-14.25208706,-11.96082661,-10.53484131,-9.576780147,-8.757583442,-7.893972932,-6.983082635,-6.14166055,-5.486809988,-5.085512858,-4.953232556,-5.06303464,-5.36158427,-5.769569232,-6.197285382,-6.567182458,-6.819488363,-6.95096402,-7.008932269,-7.080425622,-7.280491822,-7.724906233,-8.546884825,-9.904159334,-11.98287267,-14.83732735,-16.79813643
32,-16.798099,-14.77815342,-11.46660522,-8.904637853,-7.111286954,-5.908615098,-5.154366412,-4.754590745,-4.64043824,-4.751057834,-5.002324357,-5.257879903,-5.349244558,-5.178085534,-4.814538077,-4.45625372,-4.293152952,-4.461508547,-5.038298971,-6.056617665,-7.488585084,-9.168857401,-10.68691508,-11.57937671,-11.98847539,-12.62340838,-14.22678973,-17.63833515,-21.93919668,-16.91023839,-11.68964349,-8.31245025,-5.984738918,-4.259719372,-2.872222228,-1.668089811,-0.590553962,0.357476625,1.146746442,1.761749523,2.215781645,2.548856173,2.826345308,3.093141985,3.361632321,3.605277965,3.762139399,3.796884186,3.69874146,3.483030109,3.185123052,2.846768175,2.463052129,2.008328451,1.411796535,0.618795021,-0.432784156,-1.761093908,-3.343530394,-5.106150733,-6.981533132,-9.047438511,-11.74263903,-16.20496372,-24.98835135,-18.19952269,-12.13775295,-8.956427839,-7.230554796,-6.443767452,-6.310865535,-6.576906137,-6.929328987,-7.037476935,-6.750040567,-6.183124171,-5.584203129,-5.17573094,-5.109380212,-5.489181753,-6.368311291,-7.732374253,-9.411243975,-11.0141168,-12.11366946,-12.69343911,-12.92521625,-12.70070679,-12.00963503,-11.31540589,-11.1594949,-11.87470176,-13.41143332,-14.43367255,-12.80220974,-10.12445065,-8.068519767,-6.826659564,-6.261693367,-6.207347983,-6.507701438,-7.013690308,-7.532739132,-7.819152999,-7.659799375,-7.107239759,-6.464288545,-6.041294918,-6.038217745,-6.551109232,-7.622304096,-9.23021384,-11.21764184,-13.11270751,-14.29981924,-14.88248986,-15.7165192,-17.16617483,-17.23075583,-13.62227136,-9.562312737,-6.395348283,-4.034423907,-2.271982733,-0.930071449,0.13202914,1.018463445,1.782147679,2.429277254,2.942940437,3.294030303,3.475854497,3.513039004,3.441983757,3.331157309,3.239599901,3.179671136,3.126188899,3.019510618,2.801156351,2.434891845,1.918235744,1.283598168,0.581409945,-0.152716482,-0.930202489,-1.81799958,-2.930556854,-4.402989546,-6.403051539,-9.147765954,-12.92488486,-17.26433635,-17.39310094,-14.29830035,-12.00044564,-10.5581182,-9.57897487,-8.739189941,-7.864031393,-6.955056472,-6.119382595,-5.473141226,-5.081419962,-4.95597971,-5.072693913,-5.374713544,-5.789084669,-6.223189131,-6.59539866,-6.850786309,-6.97900629,-7.028796763,-7.091543237,-7.276169513,-7.706276933,-8.509409172,-9.842818394,-11.89598595,-14.73533502,-16.798099
34,-16.79810762,-14.8877955,-11.56451302,-8.9699943,-7.15606717,-5.934282327,-5.16402581,-4.749692674,-4.625205709,-4.729826705,-4.978431182,-5.234869825,-5.330244392,-5.161935484,-4.802169263,-4.44559292,-4.288426283,-4.464648579,-5.048773947,-6.077869924,-7.518632508,-9.200441661,-10.70690824,-11.56765115,-11.94487553,-12.56132712,-14.15531407,-17.56370426,-21.92932305,-16.95620097,-11.72235295,-8.34231143,-6.01805454,-4.295256335,-2.90492268,-1.694373747,-0.608823664,0.345338787,1.138539409,1.754653779,2.207499258,2.543401343,2.823764906,3.095896386,3.36534086,3.610558339,3.774074476,3.813035827,3.71187509,3.492529078,3.190774048,2.850591854,2.471874082,2.014125523,1.426933448,0.628927316,-0.42468357,-1.755959081,-3.336505802,-5.089099089,-6.943855238,-8.98238855,-11.65464262,-16.11977741,-25.10608494,-18.14353778,-12.05512944,-8.883962128,-7.175037091,-6.415410011,-6.314003901,-6.60767193,-6.973122065,-7.076011548,-6.761600242,-6.164959243,-5.54304828,-5.123705367,-5.057794473,-5.449765933,-6.353928507,-7.751152626,-9.456233074,-11.04122882,-12.08516487,-12.63481839,-12.89609777,-12.72186566,-12.03689804,-11.31896134,-11.16148748,-11.91326238,-13.54668992,-14.62402574,-12.83332641,-10.05058122,-7.97281879,-6.745203014,-6.207873239,-6.186473102,-6.524094278,-7.058963268,-7.599699784,-7.88968449,-7.703824195,-7.108188766,-6.42991268,-5.991100373,-5.988714306,-6.516933026,-7.617879297,-9.267512881,-11.28898827,-13.17786711,-14.29277496,-14.82071651,-15.63913247,-17.17584774,-17.38800214,-13.73291939,-9.607867208,-6.410869842,-4.041716526,-2.278183031,-0.939137064,0.12305274,1.013845578,1.773245166,2.425606392,2.937299372,3.291118698,3.472176354,3.499838418,3.430866009,3.319666622,3.229998848,3.172193673,3.125906016,3.029700011,2.812407736,2.443573853,1.926418604,1.293653336,0.596221473,-0.130184095,-0.901140717,-1.785758576,-2.898782521,-4.374802345,-6.380193705,-9.12772637,-12.89726189,-17.23141214,-17.42172,-14.34462898,-12.03634785,-10.57798539,-9.580750597,-8.723796657,-7.839021011,-6.926943229,-6.097055424,-5.460087716,-5.075621902,-4.958060808,-5.080175081,-5.389420716,-5.806782346,-6.247276078,-6.623689167,-6.880022788,-7.006937219,-7.048538123,-7.100481377,-7.271821937,-7.683561353,-8.467950759,-9.780083792,-11.80997087,-14.63554055,-16.79810762
36,-16.79768902,-15.00362995,-11.66082124,-9.038712589,-7.199148083,-5.960269581,-5.173773314,-4.74688601,-4.610589402,-4.709217286,-4.954620769,-5.214313045,-5.311350505,-5.145754055,-4.789613485,-4.436338762,-4.283600968,-4.466256664,-5.061444495,-6.098490861,-7.550024133,-9.235703596,-10.72493153,-11.55166462,-11.9011735,-12.49976743,-14.08500918,-17.48398898,-21.91817679,-17.00296966,-11.75041403,-8.371127774,-6.049681587,-4.329223609,-2.936043483,-1.720187843,-0.626675214,0.334359365,1.1308544,1.7474072,2.199664557,2.533139515,2.815583454,3.092887278,3.376024261,3.622444668,3.786569036,3.824427812,3.725460957,3.502522498,3.197268181,2.854945442,2.481229254,2.02781975,1.434485358,0.638526691,-0.416708225,-1.749001897,-3.328286502,-5.072701456,-6.905866708,-8.922686353,-11.57437424,-16.03938649,-25.21095505,-18.09075915,-11.9725344,-8.812005079,-7.123721548,-6.387686178,-6.31613622,-6.636563684,-7.019553422,-7.114145719,-6.774135509,-6.146438985,-5.503582244,-5.071352148,-5.005914068,-5.411034665,-6.340037221,-7.769747115,-9.500449222,-11.06271262,-12.05024975,-12.57337784,-12.87422485,-12.74680261,-12.06625985,-11.32594017,-11.16166219,-11.9534035,-13.68820779,-14.82751972,-12.87086535,-9.977447817,-7.880197855,-6.666496103,-6.155259181,-6.167433182,-6.538506467,-7.104211371,-7.667718384,-7.957663789,-7.745870366,-7.108608779,-6.393853046,-5.938203994,-5.937609865,-6.484409813,-7.615291119,-9.301632702,-11.3564199,-13.23761306,-14.28955514,-14.75331565,-15.57342652,-17.18308152,-17.5484574,-13.84390523,-9.650281925,-6.427173867,-4.049661181,-2.285785815,-0.946564901,0.114426423,1.001382459,1.772375937,2.422495581,2.938296719,3.288376958,3.464303172,3.492424208,3.414780359,3.309008008,3.220988726,3.171886704,3.132534794,3.034190819,2.818645251,2.451692278,1.934856241,1.304204371,0.61239376,-0.108132004,-0.871813573,-1.754459507,-2.867739381,-4.348650353,-6.357367366,-9.105267004,-12.86992859,-17.20488286,-17.44571334,-14.39118079,-12.0757778,-10.60069111,-9.582285476,-8.707054226,-7.810652278,-6.900218568,-6.077284489,-5.446219711,-5.071240064,-4.959969126,-5.089137409,-5.402265836,-5.826250735,-6.271434527,-6.652044641,-6.909247629,-7.032685889,-7.068130183,-7.107187323,-7.265414062,-7.66104735,-8.429457984,-9.718505399,-11.72502599,-14.53793992,-16.79768902
38,-16.79830887,-15.12150041,-11.76221943,-9.108203423,-7.244773101,-5.98654219,-5.184047971,-4.744144739,-4.599551571,-4.689254502,-4.93347284,-5.192175277,-5.292539505,-5.131233457,-4.775712102,-4.427000431,-4.280095036,-4.469872798,-5.073287124,-6.119703416,-7.58007359,-9.268792588,-10.74109657,-11.53841659,-11.85736104,-12.44259402,-14.0202355,-17.41250959,-21.90497909,-17.04434004,-11.77879991,-8.398992901,-6.081283649,-4.361596598,-2.966657689,-1.744393516,-0.642971423,0.323938289,1.12405391,1.740815209,2.192803754,2.529096209,2.814126098,3.090619279,3.380998806,3.634909781,3.805069072,3.841532043,3.734458887,3.508198002,3.204591981,2.866398635,2.484301854,2.034580897,1.450175773,0.648432677,-0.409000432,-1.743369411,-3.320679807,-5.054927058,-6.871364254,-8.863124768,-11.49811207,-15.96412274,-25.30320664,-18.03434025,-11.89742077,-8.743200567,-7.073722879,-6.361716551,-6.318949109,-6.666976406,-7.063874255,-7.150061064,-6.783816056,-6.129281884,-5.465806963,-5.023014251,-4.95701144,-5.371897029,-6.325683262,-7.788104707,-9.538384802,-11.08224766,-12.00931581,-12.51102955,-12.84978374,-12.77525823,-12.09821572,-11.33226817,-11.15967819,-11.99089395,-13.8358284,-15.04481871,-12.90693527,-9.907580035,-7.790662351,-6.589338466,-6.106329201,-6.149386486,-6.552939086,-7.149401207,-7.733373934,-8.026117471,-7.78592991,-7.106943129,-6.358910912,-5.889308349,-5.889675412,-6.450031973,-7.609549984,-9.332611237,-11.41987747,-13.29220812,-14.28267169,-14.69367153,-15.50848369,-17.18775962,-17.70015118,-13.9505372,-9.69198158,-6.441675508,-4.056318951,-2.291463798,-0.954107488,0.105250256,0.997703924,1.764435148,2.419750691,2.933493765,3.280466876,3.456941209,3.480240221,3.404809165,3.292862931,3.212723589,3.17225351,3.139758864,3.045118919,2.830386062,2.460757635,1.943326215,1.31481995,0.628412546,-0.084668757,-0.843273739,-1.723267954,-2.838733588,-4.322482904,-6.336329432,-9.086408999,-12.8469041,-17.1785312,-17.47681743,-14.43789665,-12.11520358,-10.62630239,-9.586162776,-8.692257712,-7.78580953,-6.873398933,-6.054841209,-5.433794272,-5.065158741,-4.961246869,-5.096292492,-5.414935458,-5.845726262,-6.295672873,-6.678468281,-6.936394058,-7.056224062,-7.085478275,-7.113822156,-7.256892173,-7.638788243,-8.389193243,-9.658229379,-11.64056269,-14.44630358,-16.79830887
